"Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HR","AR","HY","AY","Season","HomeTeamAbbreviation","AwayTeamAbbreviation","HomeTeamValue","HomeTeamSquadSize","AwayTeamValue","AwayTeamSquadSize","HomeTeamForeignPlayers","HomeTeamMeanAge","AwayTeamForeignPlayers","AwayTeamMeanAge","HGD","AGD"
2015-09-13,"Sunderland","Tottenham",0,1,"A",0,0,2,1,"2015-2016","SUN","TOT",100.58,28,268.2,27,27,25.5,16,22.7,-1,1
2015-09-14,"West Ham","Newcastle",2,0,"H",0,0,0,2,"2015-2016","WHU","NEW",125.55,24,142.65,29,26,23.2,26,23.6,2,-2
2015-09-19,"Aston Villa","West Brom",0,1,"A",0,0,2,3,"2015-2016","AVA","WBA",95,28,84.15,24,23,23.5,22,25.4,-1,1
2015-09-19,"Bournemouth","Sunderland",2,0,"H",0,1,2,4,"2015-2016","BOU","SUN",47.25,28,101.93,28,22,24.1,27,25.5,2,-2
2015-09-19,"Chelsea","Arsenal",2,0,"H",0,2,3,1,"2015-2016","CHE","ARS",478.58,24,361.8,25,30,23.7,29,23.7,2,-2
2015-09-19,"Man City","West Ham",1,2,"A",0,0,1,2,"2015-2016","MCI","WHU",432.77,25,148.5,27,27,24.4,26,23.2,-1,1
2015-09-19,"Newcastle","Watford",1,2,"A",0,0,1,2,"2015-2016","NEW","WAT",141.75,28,74.25,28,26,23.6,35,26.4,-1,1
2015-09-19,"Stoke","Leicester",2,2,"D",0,0,1,4,"2015-2016","STO","LEI",104.63,29,80.82,23,24,26.3,19,25.9,0,0
2015-09-19,"Swansea","Everton",0,0,"D",0,1,2,2,"2015-2016","SWA","EVE",116.33,25,174.87,28,29,24.8,19,24.7,0,0
2015-09-20,"Liverpool","Norwich",1,1,"D",0,0,1,2,"2015-2016","LIV","NOR",297.23,26,65.39,26,25,22.5,22,25.6,0,0
2015-09-20,"Southampton","Man United",2,3,"A",0,0,2,0,"2015-2016","SOU","MUN",167.18,27,339.53,25,19,24.1,23,22.5,-1,1
2015-09-20,"Tottenham","Crystal Palace",1,0,"H",0,0,1,2,"2015-2016","TOT","CRY",254.7,24,105.3,30,16,22.7,19,25.6,1,-1
2015-09-26,"Leicester","Arsenal",2,5,"A",0,0,1,1,"2015-2016","LEI","ARS",80.82,23,361.8,25,19,25.9,29,23.7,-3,3
2015-09-26,"Liverpool","Aston Villa",3,2,"H",0,0,0,0,"2015-2016","LIV","AVA",297.23,26,95,28,25,22.5,23,23.5,1,-1
2015-09-26,"Man United","Sunderland",3,0,"H",0,0,0,3,"2015-2016","MUN","SUN",339.53,25,101.93,28,23,22.5,27,25.5,3,-3
2015-09-26,"Newcastle","Chelsea",2,2,"D",0,0,1,2,"2015-2016","NEW","CHE",141.75,28,478.58,24,26,23.6,30,23.7,0,0
2015-09-26,"Southampton","Swansea",3,1,"H",0,0,3,1,"2015-2016","SOU","SWA",167.18,27,116.33,25,19,24.1,29,24.8,2,-2
2015-09-26,"Stoke","Bournemouth",2,1,"H",0,0,1,0,"2015-2016","STO","BOU",104.63,29,47.25,28,24,26.3,22,24.1,1,-1
2015-09-26,"Tottenham","Man City",4,1,"H",0,0,5,1,"2015-2016","TOT","MCI",254.7,24,432.77,25,16,22.7,27,24.4,3,-3
2015-09-26,"West Ham","Norwich",2,2,"D",0,0,0,0,"2015-2016","WHU","NOR",148.5,27,65.39,26,26,23.2,22,25.6,0,0
2015-09-27,"Watford","Crystal Palace",0,1,"A",0,0,4,4,"2015-2016","WAT","CRY",74.25,28,105.3,30,35,26.4,19,25.6,-1,1
2015-09-28,"West Brom","Everton",2,3,"A",0,0,0,3,"2015-2016","WBA","EVE",84.15,24,174.87,28,22,25.4,19,24.7,-1,1
2015-10-03,"Aston Villa","Stoke",0,1,"A",0,0,1,0,"2015-2016","AVA","STO",95,28,104.63,29,23,23.5,24,26.3,-1,1
2015-10-03,"Bournemouth","Watford",1,1,"D",0,0,1,1,"2015-2016","BOU","WAT",47.34,30,74.48,29,22,24.1,35,26.4,0,0
2015-10-03,"Chelsea","Southampton",1,3,"A",0,0,2,5,"2015-2016","CHE","SOU",478.58,24,167.18,27,30,23.7,19,24.1,-2,2
2015-10-03,"Crystal Palace","West Brom",2,0,"H",0,0,3,3,"2015-2016","CRY","WBA",104.4,29,84.15,24,19,25.6,22,25.4,2,-2
2015-10-03,"Man City","Newcastle",6,1,"H",0,0,3,1,"2015-2016","MCI","NEW",432.77,25,141.75,28,27,24.4,26,23.6,5,-5
2015-10-03,"Norwich","Leicester",1,2,"A",0,0,0,1,"2015-2016","NOR","LEI",68.54,26,80.82,24,22,25.6,19,25.9,-1,1
2015-10-03,"Sunderland","West Ham",2,2,"D",1,0,2,4,"2015-2016","SUN","WHU",101.93,28,148.5,27,27,25.5,26,23.2,0,0
2015-10-04,"Arsenal","Man United",3,0,"H",0,0,1,3,"2015-2016","ARS","MUN",361.8,24,339.53,26,29,23.7,23,22.5,3,-3
2015-10-04,"Everton","Liverpool",1,1,"D",0,0,3,3,"2015-2016","EVE","LIV",174.65,27,297.23,26,19,24.7,25,22.5,0,0
2015-10-04,"Swansea","Tottenham",2,2,"D",0,0,1,4,"2015-2016","SWA","TOT",117.68,26,254.7,24,29,24.8,16,22.7,0,0
2015-10-17,"Chelsea","Aston Villa",2,0,"H",0,0,1,3,"2015-2016","CHE","AVA",488.25,25,109.35,29,30,23.7,23,23.5,2,-2
2015-10-17,"Crystal Palace","West Ham",1,3,"A",1,0,1,3,"2015-2016","CRY","WHU",108.68,27,149.18,26,19,25.6,26,23.2,-2,2
2015-10-17,"Everton","Man United",0,3,"A",0,0,2,2,"2015-2016","EVE","MUN",187.43,27,353.93,25,19,24.7,23,22.5,-3,3
2015-10-17,"Man City","Bournemouth",5,1,"H",0,0,2,1,"2015-2016","MCI","BOU",464.4,25,53.78,30,27,24.4,22,24.1,4,-4
2015-10-17,"Southampton","Leicester",2,2,"D",0,0,2,0,"2015-2016","SOU","LEI",174.6,27,90,24,19,24.1,19,25.9,0,0
2015-10-17,"Tottenham","Liverpool",0,0,"D",0,0,1,2,"2015-2016","TOT","LIV",267.3,24,320.4,26,16,22.7,25,22.5,0,0
2015-10-17,"Watford","Arsenal",0,3,"A",0,0,2,1,"2015-2016","WAT","ARS",76.73,29,361.8,24,35,26.4,29,23.7,-3,3
2015-10-17,"West Brom","Sunderland",1,0,"H",0,0,2,2,"2015-2016","WBA","SUN",87.75,24,91.58,26,22,25.4,27,25.5,1,-1
2015-10-18,"Newcastle","Norwich",6,2,"H",0,0,1,1,"2015-2016","NEW","NOR",150.98,31,73.35,25,26,23.6,22,25.6,4,-4
2015-10-19,"Swansea","Stoke",0,1,"A",0,0,2,2,"2015-2016","SWA","STO",117.68,26,104.18,26,29,24.8,24,26.3,-1,1
2015-10-24,"Arsenal","Everton",2,1,"H",0,1,2,0,"2015-2016","ARS","EVE",361.8,24,187.43,27,29,23.7,19,24.7,1,-1
2015-10-24,"Aston Villa","Swansea",1,2,"A",0,0,2,3,"2015-2016","AVA","SWA",109.35,29,117.68,26,23,23.5,29,24.8,-1,1
2015-10-24,"Leicester","Crystal Palace",1,0,"H",0,0,3,1,"2015-2016","LEI","CRY",90,24,108.68,27,19,25.9,19,25.6,1,-1
2015-10-24,"Norwich","West Brom",0,1,"A",0,0,1,2,"2015-2016","NOR","WBA",73.35,25,87.75,24,22,25.6,22,25.4,-1,1
2015-10-24,"Stoke","Watford",0,2,"A",0,0,3,1,"2015-2016","STO","WAT",104.18,26,76.73,29,24,26.3,35,26.4,-2,2
2015-10-24,"West Ham","Chelsea",2,1,"H",0,1,1,5,"2015-2016","WHU","CHE",149.18,26,488.25,25,26,23.2,30,23.7,1,-1
2015-10-25,"Bournemouth","Tottenham",1,5,"A",0,0,0,1,"2015-2016","BOU","TOT",53.78,30,267.3,24,22,24.1,16,22.7,-4,4
2015-10-25,"Liverpool","Southampton",1,1,"D",0,1,1,0,"2015-2016","LIV","SOU",320.4,26,174.6,27,25,22.5,19,24.1,0,0
2015-10-25,"Man United","Man City",0,0,"D",0,0,2,2,"2015-2016","MUN","MCI",353.93,25,464.4,25,23,22.5,27,24.4,0,0
2015-10-25,"Sunderland","Newcastle",3,0,"H",0,1,0,2,"2015-2016","SUN","NEW",91.58,26,150.98,31,27,25.5,26,23.6,3,-3
2015-10-31,"Chelsea","Liverpool",1,3,"A",0,0,1,4,"2015-2016","CHE","LIV",488.25,25,320.4,26,30,23.7,25,22.5,-2,2
2015-10-31,"Crystal Palace","Man United",0,0,"D",0,0,3,3,"2015-2016","CRY","MUN",108.68,27,353.93,25,19,25.6,23,22.5,0,0
2015-10-31,"Man City","Norwich",2,1,"H",0,1,2,2,"2015-2016","MCI","NOR",464.4,25,73.35,25,27,24.4,22,25.6,1,-1
2015-10-31,"Newcastle","Stoke",0,0,"D",0,0,1,3,"2015-2016","NEW","STO",150.98,31,104.18,26,26,23.6,24,26.3,0,0
2015-10-31,"Swansea","Arsenal",0,3,"A",0,0,2,0,"2015-2016","SWA","ARS",117.68,26,361.8,24,29,24.8,29,23.7,-3,3
2015-10-31,"Watford","West Ham",2,0,"H",0,1,3,0,"2015-2016","WAT","WHU",76.73,29,149.18,26,35,26.4,26,23.2,2,-2
2015-10-31,"West Brom","Leicester",2,3,"A",0,0,0,2,"2015-2016","WBA","LEI",87.75,24,90,24,22,25.4,19,25.9,-1,1
2015-11-01,"Everton","Sunderland",6,2,"H",0,0,3,2,"2015-2016","EVE","SUN",187.43,27,91.58,26,19,24.7,27,25.5,4,-4
2015-11-01,"Southampton","Bournemouth",2,0,"H",1,0,0,2,"2015-2016","SOU","BOU",174.38,26,53.78,30,19,24.1,22,24.1,2,-2
2015-11-02,"Tottenham","Aston Villa",3,1,"H",0,0,0,3,"2015-2016","TOT","AVA",267.3,26,108,27,16,22.7,23,23.5,2,-2
2015-11-07,"Bournemouth","Newcastle",0,1,"A",0,0,2,2,"2015-2016","BOU","NEW",53.78,30,148.73,28,22,24.1,26,23.6,-1,1
2015-11-07,"Leicester","Watford",2,1,"H",0,0,0,1,"2015-2016","LEI","WAT",89.55,23,76.73,29,19,25.9,35,26.4,1,-1
2015-11-07,"Man United","West Brom",2,0,"H",0,1,1,3,"2015-2016","MUN","WBA",353.93,25,87.75,24,23,22.5,22,25.4,2,-2
2015-11-07,"Norwich","Swansea",1,0,"H",0,0,1,0,"2015-2016","NOR","SWA",69.53,23,117.68,26,22,25.6,29,24.8,1,-1
2015-11-07,"Stoke","Chelsea",1,0,"H",0,0,3,1,"2015-2016","STO","CHE",104.18,27,488.25,25,24,26.3,30,23.7,1,-1
2015-11-07,"Sunderland","Southampton",0,1,"A",0,0,1,3,"2015-2016","SUN","SOU",91.58,26,174.38,26,27,25.5,19,24.1,-1,1
2015-11-07,"West Ham","Everton",1,1,"D",0,0,1,2,"2015-2016","WHU","EVE",149.85,27,187.43,27,26,23.2,19,24.7,0,0
2015-11-08,"Arsenal","Tottenham",1,1,"D",0,0,0,1,"2015-2016","ARS","TOT",361.8,24,267.3,26,29,23.7,16,22.7,0,0
2015-11-08,"Aston Villa","Man City",0,0,"D",0,0,1,1,"2015-2016","AVA","MCI",108,27,463.05,24,23,23.5,27,24.4,0,0
2015-11-08,"Liverpool","Crystal Palace",1,2,"A",0,0,1,2,"2015-2016","LIV","CRY",320.4,26,108.9,28,25,22.5,19,25.6,-1,1
2015-11-21,"Chelsea","Norwich",1,0,"H",0,0,1,4,"2015-2016","CHE","NOR",488.25,25,69.75,24,30,23.7,22,25.6,1,-1
2015-11-21,"Everton","Aston Villa",4,0,"H",0,0,0,0,"2015-2016","EVE","AVA",187.65,28,108.68,29,19,24.7,23,23.5,4,-4
2015-11-21,"Man City","Liverpool",1,4,"A",0,0,0,3,"2015-2016","MCI","LIV",463.05,24,320.4,26,27,24.4,25,22.5,-3,3
2015-11-21,"Newcastle","Leicester",0,3,"A",0,0,4,1,"2015-2016","NEW","LEI",148.73,29,89.64,25,26,23.6,19,25.9,-3,3
2015-11-21,"Southampton","Stoke",0,1,"A",0,0,2,0,"2015-2016","SOU","STO",174.38,26,104.63,27,19,24.1,24,26.3,-1,1
2015-11-21,"Swansea","Bournemouth",2,2,"D",0,0,3,2,"2015-2016","SWA","BOU",113.18,25,53.78,30,29,24.8,22,24.1,0,0
2015-11-21,"Watford","Man United",1,2,"A",0,0,1,2,"2015-2016","WAT","MUN",76.73,29,353.93,26,35,26.4,23,22.5,-1,1
2015-11-21,"West Brom","Arsenal",2,1,"H",0,0,3,2,"2015-2016","WBA","ARS",87.75,25,361.8,24,22,25.4,29,23.7,1,-1
2015-11-22,"Tottenham","West Ham",4,1,"H",0,0,2,2,"2015-2016","TOT","WHU",267.3,25,149.18,28,16,22.7,26,23.2,3,-3
2015-11-23,"Crystal Palace","Sunderland",0,1,"A",0,0,1,3,"2015-2016","CRY","SUN",108.9,29,100.58,28,19,25.6,27,25.5,-1,1
2015-11-28,"Aston Villa","Watford",2,3,"A",0,0,2,3,"2015-2016","AVA","WAT",108.68,29,76.73,29,23,23.5,35,26.4,-1,1
2015-11-28,"Bournemouth","Everton",3,3,"D",0,0,2,0,"2015-2016","BOU","EVE",53.78,30,187.65,28,22,24.1,19,24.7,0,0
2015-11-28,"Crystal Palace","Newcastle",5,1,"H",0,0,1,1,"2015-2016","CRY","NEW",108.9,29,148.73,29,19,25.6,26,23.6,4,-4
2015-11-28,"Leicester","Man United",1,1,"D",0,0,0,1,"2015-2016","LEI","MUN",89.64,25,353.93,26,19,25.9,23,22.5,0,0
2015-11-28,"Man City","Southampton",3,1,"H",0,0,2,1,"2015-2016","MCI","SOU",463.05,24,174.38,26,27,24.4,19,24.1,2,-2
2015-11-28,"Sunderland","Stoke",2,0,"H",0,1,0,2,"2015-2016","SUN","STO",100.58,28,104.63,27,27,25.5,24,26.3,2,-2
2015-11-29,"Liverpool","Swansea",1,0,"H",0,0,3,1,"2015-2016","LIV","SWA",320.4,26,113.18,25,25,22.5,29,24.8,1,-1
2015-11-29,"Norwich","Arsenal",1,1,"D",0,0,1,1,"2015-2016","NOR","ARS",69.75,24,361.8,24,22,25.6,29,23.7,0,0
2015-11-29,"Tottenham","Chelsea",0,0,"D",0,0,4,2,"2015-2016","TOT","CHE",267.3,25,488.25,25,16,22.7,30,23.7,0,0
2015-11-29,"West Ham","West Brom",1,1,"D",0,0,0,2,"2015-2016","WHU","WBA",149.18,28,87.75,25,26,23.2,22,25.4,0,0
2015-12-05,"Arsenal","Sunderland",3,1,"H",0,0,1,1,"2015-2016","ARS","SUN",361.8,24,100.58,27,29,23.7,27,25.5,2,-2
2015-12-05,"Chelsea","Bournemouth",0,1,"A",0,0,2,1,"2015-2016","CHE","BOU",488.25,25,53.78,29,30,23.7,22,24.1,-1,1
2015-12-05,"Man United","West Ham",0,0,"D",0,0,1,0,"2015-2016","MUN","WHU",352.13,24,148.73,25,23,22.5,26,23.2,0,0
2015-12-05,"Southampton","Aston Villa",1,1,"D",0,0,1,2,"2015-2016","SOU","AVA",174.38,26,108.9,28,19,24.1,23,23.5,0,0
2015-12-05,"Stoke","Man City",2,0,"H",0,0,0,1,"2015-2016","STO","MCI",104.63,27,464.4,25,24,26.3,27,24.4,2,-2
2015-12-05,"Swansea","Leicester",0,3,"A",0,0,2,3,"2015-2016","SWA","LEI",113.63,27,90.09,26,29,24.8,19,25.9,-3,3
2015-12-05,"Watford","Norwich",2,0,"H",0,0,3,3,"2015-2016","WAT","NOR",77.36,30,69.75,24,35,26.4,22,25.6,2,-2
2015-12-05,"West Brom","Tottenham",1,1,"D",0,0,3,2,"2015-2016","WBA","TOT",87.75,24,267.3,25,22,25.4,16,22.7,0,0
2015-12-06,"Newcastle","Liverpool",2,0,"H",0,0,3,1,"2015-2016","NEW","LIV",147.83,28,320.4,26,26,23.6,25,22.5,2,-2
2015-12-07,"Everton","Crystal Palace",1,1,"D",0,0,1,2,"2015-2016","EVE","CRY",187.65,29,108.9,28,19,24.7,19,25.6,0,0
2015-12-12,"Bournemouth","Man United",2,1,"H",0,0,2,1,"2015-2016","BOU","MUN",53.78,29,352.13,24,22,24.1,23,22.5,1,-1
2015-12-12,"Crystal Palace","Southampton",1,0,"H",0,0,0,0,"2015-2016","CRY","SOU",108.9,28,174.38,26,19,25.6,19,24.1,1,-1
2015-12-12,"Man City","Swansea",2,1,"H",0,0,3,1,"2015-2016","MCI","SWA",464.4,25,113.63,27,27,24.4,29,24.8,1,-1
2015-12-12,"Norwich","Everton",1,1,"D",0,0,1,0,"2015-2016","NOR","EVE",69.75,24,187.65,29,22,25.6,19,24.7,0,0
2015-12-12,"Sunderland","Watford",0,1,"A",0,0,1,0,"2015-2016","SUN","WAT",100.58,27,77.36,30,27,25.5,35,26.4,-1,1
2015-12-12,"West Ham","Stoke",0,0,"D",0,0,1,2,"2015-2016","WHU","STO",148.73,25,104.63,27,26,23.2,24,26.3,0,0
2015-12-13,"Aston Villa","Arsenal",0,2,"A",0,0,0,0,"2015-2016","AVA","ARS",108.9,28,361.8,24,23,23.5,29,23.7,-2,2
2015-12-13,"Liverpool","West Brom",2,2,"D",0,0,0,0,"2015-2016","LIV","WBA",320.4,26,87.75,24,25,22.5,22,25.4,0,0
2015-12-13,"Tottenham","Newcastle",1,2,"A",0,0,2,2,"2015-2016","TOT","NEW",267.3,25,147.83,28,16,22.7,26,23.6,-1,1
2015-12-14,"Leicester","Chelsea",2,1,"H",0,0,2,0,"2015-2016","LEI","CHE",90.09,26,488.25,25,19,25.9,30,23.7,1,-1
2015-12-19,"Chelsea","Sunderland",3,1,"H",0,0,1,3,"2015-2016","CHE","SUN",488.25,25,100.58,28,30,23.7,27,25.5,2,-2
2015-12-19,"Everton","Leicester",2,3,"A",0,0,2,1,"2015-2016","EVE","LEI",187.65,29,90.09,26,19,24.7,19,25.9,-1,1
2015-12-19,"Man United","Norwich",1,2,"A",0,0,0,2,"2015-2016","MUN","NOR",353.93,25,69.75,24,23,22.5,22,25.6,-1,1
2015-12-19,"Newcastle","Aston Villa",1,1,"D",0,0,1,3,"2015-2016","NEW","AVA",150.08,29,108.9,28,26,23.6,23,23.5,0,0
2015-12-19,"Southampton","Tottenham",0,2,"A",0,0,1,1,"2015-2016","SOU","TOT",174.38,26,267.3,25,19,24.1,16,22.7,-2,2
2015-12-19,"Stoke","Crystal Palace",1,2,"A",0,0,2,0,"2015-2016","STO","CRY",104.63,27,108.9,28,24,26.3,19,25.6,-1,1
2015-12-19,"West Brom","Bournemouth",1,2,"A",2,0,2,1,"2015-2016","WBA","BOU",87.75,24,53.33,29,22,25.4,22,24.1,-1,1
2015-12-20,"Swansea","West Ham",0,0,"D",0,0,0,1,"2015-2016","SWA","WHU",113.63,26,148.73,26,29,24.8,26,23.2,0,0
2015-12-20,"Watford","Liverpool",3,0,"H",0,0,1,0,"2015-2016","WAT","LIV",77.36,30,320.4,26,35,26.4,25,22.5,3,-3
2015-12-21,"Arsenal","Man City",2,1,"H",0,0,0,2,"2015-2016","ARS","MCI",361.8,24,463.05,24,29,23.7,27,24.4,1,-1
2015-12-26,"Aston Villa","West Ham",1,1,"D",0,0,3,3,"2015-2016","AVA","WHU",108.9,28,148.73,26,23,23.5,26,23.2,0,0
2015-12-26,"Bournemouth","Crystal Palace",0,0,"D",0,0,1,0,"2015-2016","BOU","CRY",53.33,29,108.9,28,22,24.1,19,25.6,0,0
2015-12-26,"Chelsea","Watford",2,2,"D",0,0,1,4,"2015-2016","CHE","WAT",488.25,25,77.36,30,30,23.7,35,26.4,0,0
2015-12-26,"Liverpool","Leicester",1,0,"H",0,0,2,1,"2015-2016","LIV","LEI",320.4,26,90.09,26,25,22.5,19,25.9,1,-1
2015-12-26,"Man City","Sunderland",4,1,"H",0,0,1,1,"2015-2016","MCI","SUN",463.05,24,100.58,28,27,24.4,27,25.5,3,-3
2015-12-26,"Newcastle","Everton",0,1,"A",0,0,2,2,"2015-2016","NEW","EVE",150.08,29,187.65,29,26,23.6,19,24.7,-1,1
2015-12-26,"Southampton","Arsenal",4,0,"H",0,0,1,0,"2015-2016","SOU","ARS",174.38,26,361.8,24,19,24.1,29,23.7,4,-4
2015-12-26,"Stoke","Man United",2,0,"H",0,0,1,2,"2015-2016","STO","MUN",104.63,27,353.93,25,24,26.3,23,22.5,2,-2
2015-12-26,"Swansea","West Brom",1,0,"H",0,0,1,3,"2015-2016","SWA","WBA",113.63,26,87.75,24,29,24.8,22,25.4,1,-1
2015-12-26,"Tottenham","Norwich",3,0,"H",0,0,1,2,"2015-2016","TOT","NOR",267.3,25,69.75,24,16,22.7,22,25.6,3,-3
2015-12-28,"Arsenal","Bournemouth",2,0,"H",0,0,2,0,"2015-2016","ARS","BOU",361.8,24,53.33,29,29,23.7,22,24.1,2,-2
2015-12-28,"Crystal Palace","Swansea",0,0,"D",0,0,3,2,"2015-2016","CRY","SWA",108.9,28,113.63,26,19,25.6,29,24.8,0,0
2015-12-28,"Everton","Stoke",3,4,"A",0,0,2,1,"2015-2016","EVE","STO",187.65,29,104.63,27,19,24.7,24,26.3,-1,1
2015-12-28,"Man United","Chelsea",0,0,"D",0,0,4,2,"2015-2016","MUN","CHE",353.93,25,488.25,25,23,22.5,30,23.7,0,0
2015-12-28,"Norwich","Aston Villa",2,0,"H",0,0,2,5,"2015-2016","NOR","AVA",69.75,24,108.9,28,22,25.6,23,23.5,2,-2
2015-12-28,"Watford","Tottenham",1,2,"A",1,0,4,2,"2015-2016","WAT","TOT",77.36,30,267.3,25,35,26.4,16,22.7,-1,1
2015-12-28,"West Brom","Newcastle",1,0,"H",0,0,0,0,"2015-2016","WBA","NEW",87.75,24,150.08,29,22,25.4,26,23.6,1,-1
2015-12-28,"West Ham","Southampton",2,1,"H",0,0,1,3,"2015-2016","WHU","SOU",148.73,26,174.38,26,26,23.2,19,24.1,1,-1
2015-12-29,"Leicester","Man City",0,0,"D",0,0,1,3,"2015-2016","LEI","MCI",90.09,26,463.05,24,19,25.9,27,24.4,0,0
2015-12-30,"Sunderland","Liverpool",0,1,"A",0,0,1,3,"2015-2016","SUN","LIV",100.58,28,320.4,26,27,25.5,25,22.5,-1,1
2016-01-02,"Arsenal","Newcastle",1,0,"H",0,0,2,2,"2015-2016","ARS","NEW",361.8,24,150.53,30,29,23.7,26,23.6,1,-1
2016-01-02,"Leicester","Bournemouth",0,0,"D",0,1,1,1,"2015-2016","LEI","BOU",90,25,53.78,29,19,25.9,22,24.1,0,0
2016-01-02,"Man United","Swansea",2,1,"H",0,0,2,1,"2015-2016","MUN","SWA",353.93,25,114.03,28,23,22.5,29,24.8,1,-1
2016-01-02,"Norwich","Southampton",1,0,"H",0,1,1,0,"2015-2016","NOR","SOU",67.05,23,174.38,26,22,25.6,19,24.1,1,-1
2016-01-02,"Sunderland","Aston Villa",3,1,"H",0,0,3,4,"2015-2016","SUN","AVA",100.58,27,111.38,30,27,25.5,23,23.5,2,-2
2016-01-02,"Watford","Man City",1,2,"A",0,0,1,0,"2015-2016","WAT","MCI",77.58,31,463.05,24,35,26.4,27,24.4,-1,1
2016-01-02,"West Brom","Stoke",2,1,"H",0,1,1,1,"2015-2016","WBA","STO",87.75,25,103.73,26,22,25.4,24,26.3,1,-1
2016-01-02,"West Ham","Liverpool",2,0,"H",0,0,1,1,"2015-2016","WHU","LIV",151.43,26,320.76,27,26,23.2,25,22.5,2,-2
2016-01-03,"Crystal Palace","Chelsea",0,3,"A",0,0,3,0,"2015-2016","CRY","CHE",108.9,28,488.25,25,19,25.6,30,23.7,-3,3
2016-01-03,"Everton","Tottenham",1,1,"D",0,0,1,2,"2015-2016","EVE","TOT",187.65,28,267.3,25,19,24.7,16,22.7,0,0
2016-01-12,"Aston Villa","Crystal Palace",1,0,"H",0,0,2,1,"2015-2016","AVA","CRY",111.38,30,108.9,28,23,23.5,19,25.6,1,-1
2016-01-12,"Bournemouth","West Ham",1,3,"A",0,0,1,1,"2015-2016","BOU","WHU",53.78,29,151.43,26,22,24.1,26,23.2,-2,2
2016-01-12,"Newcastle","Man United",3,3,"D",0,0,1,3,"2015-2016","NEW","MUN",150.53,30,353.93,25,26,23.6,23,22.5,0,0
2016-01-13,"Chelsea","West Brom",2,2,"D",0,0,3,3,"2015-2016","CHE","WBA",488.25,25,87.75,25,30,23.7,22,25.4,0,0
2016-01-13,"Liverpool","Arsenal",3,3,"D",0,0,2,0,"2015-2016","LIV","ARS",320.76,27,361.8,24,25,22.5,29,23.7,0,0
2016-01-13,"Man City","Everton",0,0,"D",0,0,0,1,"2015-2016","MCI","EVE",463.05,24,187.65,28,27,24.4,19,24.7,0,0
2016-01-13,"Southampton","Watford",2,0,"H",0,0,1,2,"2015-2016","SOU","WAT",174.38,26,77.58,31,19,24.1,35,26.4,2,-2
2016-01-13,"Stoke","Norwich",3,1,"H",0,1,0,1,"2015-2016","STO","NOR",103.73,26,67.05,23,24,26.3,22,25.6,2,-2
2016-01-13,"Swansea","Sunderland",2,4,"A",1,0,2,0,"2015-2016","SWA","SUN",114.03,28,100.58,27,29,24.8,27,25.5,-2,2
2016-01-13,"Tottenham","Leicester",0,1,"A",0,0,1,0,"2015-2016","TOT","LEI",267.3,25,90,25,16,22.7,19,25.9,-1,1
2016-01-16,"Aston Villa","Leicester",1,1,"D",0,0,3,2,"2015-2016","AVA","LEI",106.65,27,97.2,27,23,23.5,19,25.9,0,0
2016-01-16,"Bournemouth","Norwich",3,0,"H",0,0,1,1,"2015-2016","BOU","NOR",70.43,30,70.88,26,22,24.1,22,25.6,3,-3
2016-01-16,"Chelsea","Everton",3,3,"D",0,0,1,1,"2015-2016","CHE","EVE",497.25,27,188.1,29,30,23.7,19,24.7,0,0
2016-01-16,"Man City","Crystal Palace",4,0,"H",0,0,0,2,"2015-2016","MCI","CRY",464.85,26,105.53,28,27,24.4,19,25.6,4,-4
2016-01-16,"Newcastle","West Ham",2,1,"H",0,0,1,0,"2015-2016","NEW","WHU",163.58,32,149.85,27,26,23.6,26,23.2,1,-1
2016-01-16,"Southampton","West Brom",3,0,"H",0,0,0,0,"2015-2016","SOU","WBA",168.08,26,87.75,25,19,24.1,22,25.4,3,-3
2016-01-16,"Tottenham","Sunderland",4,1,"H",0,0,0,2,"2015-2016","TOT","SUN",267.53,26,98.78,29,16,22.7,27,25.5,3,-3
2016-01-17,"Liverpool","Man United",0,1,"A",0,0,0,2,"2015-2016","LIV","MUN",331.16,31,361.4,27,25,22.5,23,22.5,-1,1
2016-01-17,"Stoke","Arsenal",0,0,"D",0,0,0,0,"2015-2016","STO","ARS",103.73,26,365.4,25,24,26.3,29,23.7,0,0
2016-01-18,"Swansea","Watford",1,0,"H",0,0,2,2,"2015-2016","SWA","WAT",103.05,26,75.56,29,29,24.8,35,26.4,1,-1
2016-01-23,"Crystal Palace","Tottenham",1,3,"A",0,0,2,2,"2015-2016","CRY","TOT",105.53,28,267.53,26,19,25.6,16,22.7,-2,2
2016-01-23,"Leicester","Stoke",3,0,"H",0,0,0,1,"2015-2016","LEI","STO",97.2,27,103.73,26,19,25.9,24,26.3,3,-3
2016-01-23,"Man United","Southampton",0,1,"A",0,0,0,0,"2015-2016","MUN","SOU",361.4,27,168.08,26,23,22.5,19,24.1,-1,1
2016-01-23,"Norwich","Liverpool",4,5,"A",0,0,0,1,"2015-2016","NOR","LIV",70.88,26,331.16,31,22,25.6,25,22.5,-1,1
2016-01-23,"Sunderland","Bournemouth",1,1,"D",0,0,1,1,"2015-2016","SUN","BOU",98.78,29,70.43,30,27,25.5,22,24.1,0,0
2016-01-23,"Watford","Newcastle",2,1,"H",0,0,2,1,"2015-2016","WAT","NEW",75.56,29,163.58,32,35,26.4,26,23.6,1,-1
